Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,2/27/2020,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
North America,NAC,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,0.031539706,0.93095563,2.060696128,2.851661818,2.692444012,1.982396255,1.365099685,-0.980531422,-3.451317932,1.737361018,0.9434751,1.416764216,1.148134702,1.715876713,1.909200218,0.749795272,1.582007632,2.110439302,
Namibia,NAM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-0.436584832,3.212408102,2.709079209,10.58480888,0.911969294,5.280924889,3.525639359,0.797146712,-1.518571851,4.146043621,3.248110949,3.238694404,3.783505318,4.48420943,4.185724353,-0.726735434,-2.706518584,-2.400819772,
New Caledonia,NCL,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,
Niger,NER,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,3.278124762,-0.706975742,1.486941309,-3.544773682,0.676101457,1.913996332,-0.656284489,5.524145661,-4.424091997,4.277583547,-1.605987439,7.573047302,1.234637621,3.416247219,0.364737337,0.952882045,0.942737603,2.495334702,
Nigeria,NGA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,3.290568216,12.45747078,4.65778623,6.489599681,3.721623978,3.326217191,3.822070229,3.972514064,5.197959199,5.158545242,2.525324016,1.472867464,3.853730553,3.513963445,-0.029295429,-4.16841477,-1.788826785,-0.66557908,
Nicaragua,NIC,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1.438772315,-0.673823995,1.110619944,3.882793224,2.868206974,2.734230433,3.641762867,2.023375314,-4.607272814,3.002479462,4.894348035,5.08177527,3.543426943,3.415102803,3.437079639,3.224413431,3.349797382,-5.015965544,
Netherlands,NLD,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1.557458148,-0.420367773,-0.315789668,1.631188052,1.812699159,3.294949888,3.547359495,1.773356602,-4.161038583,0.82425996,1.078628214,-1.395919351,-0.424178634,1.059101269,1.508266154,1.649315547,2.304284803,2.00369176,
Norway,NOR,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1.559548852,0.900636375,0.319967274,3.356838854,1.92887818,1.578382562,1.934029482,-0.768118887,-2.958585549,-0.54479433,-0.319991952,1.362949722,-0.180216051,0.826056236,0.957500763,0.18505968,1.50014938,0.577326046,
Nepal,NPL,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,3.05231948,-1.412581423,2.472762204,3.288699056,2.172227072,2.086993751,2.173376985,4.974640788,3.689462275,4.313243158,3.313879795,4.98141892,4.407231331,6.032235943,2.909442183,-0.319386313,6.789798201,4.907946941,
Nauru,NRU,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,33.75337768,8.134930736,12.80176585,11.10705413,7.708964768,27.49245035,24.63741377,-2.317796345,5.543723649,5.554091793,7.131076826,
New Zealand,NZL,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2.86143814,2.877543542,2.519712895,2.499149414,2.161695865,1.597939701,2.05707353,-1.8454778,-1.206319848,0.416658972,1.556889856,1.667074877,1.790270137,2.160846498,1.646308929,1.492584668,0.962158613,0.846632297,
OECD members,OED,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,0.682342927,0.808202811,1.317453556,2.476709046,2.101356735,2.332861683,1.94655819,-0.513853195,-4.136760899,2.260414444,1.318730834,0.647430153,0.837580689,1.371012813,1.763805656,1.089736089,1.878902229,1.677928988,
Oman,OMN,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,3.253729196,-2.790471809,-4.761808132,-1.166176694,-0.19231122,2.534105053,1.449415671,4.510197821,1.492543992,-0.889566128,-7.486548319,1.615034131,-3.023280943,-3.945213952,-1.151663899,0.014516512,-3.745563151,-1.682101824,
Other small states,OSS,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2.551604847,2.825640458,2.61547037,7.478201681,3.8439282,8.347256637,7.08374674,4.667648018,-0.769861869,5.725149621,5.189113867,1.351129825,0.790912158,0.806557528,0.825510947,0.372539926,0.16934483,0.113216067,
Pakistan,PAK,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-0.556853126,0.75939527,2.419428972,4.921000445,5.222981078,3.770350831,2.467959373,-0.574302682,0.560539366,-0.60130091,0.553814319,1.328979726,2.223277179,2.507376248,2.567413562,3.349984034,3.386596026,3.67671211,
Panama,PAN,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-1.35671283,0.296357993,2.261697975,5.538679386,5.232317432,6.683938828,9.973369182,7.902080986,-0.539360011,3.983842194,9.397799359,7.911486596,5.096771298,3.292575557,3.943093867,3.183013796,3.533900797,1.936964073,
Peru,PER,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-0.656163165,4.279639615,3.132750648,4.000778546,5.362300567,6.626215977,7.633650272,8.250627366,0.287068446,7.455358648,5.467384491,5.267528821,4.90257197,1.305704682,1.963317088,2.422901295,0.829119681,2.205617031,
Philippines,PHL,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,0.722897615,1.490084282,2.838512181,4.608561495,2.816617547,3.372022692,4.807859333,2.438131312,-0.506779975,5.853846681,1.92077308,4.881194404,5.267653061,4.411728032,4.404527665,5.285169945,5.146628571,4.770738946,
Palau,PLW,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,4.864098541,2.133831499,-3.679745616,4.668225371,4.51055256,-0.280036651,3.363699301,-3.2930554,-4.110635086,2.132223806,6.106629461,2.447511916,-1.223803871,4.254982233,9.832108612,0.455478151,-3.967610937,1.143233089,
Papua New Guinea,PNG,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-2.245084264,-2.188785257,0.11608504,0.605595554,4.041721296,2.999575176,5.255896221,-2.693032551,4.280554875,7.631814837,-1.08035047,2.47919334,1.726992563,11.28121975,7.308886761,2.014465018,1.497654841,-2.760114412,
Poland,POL,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1.275899371,2.08889313,3.632376841,5.19717191,3.539162017,6.246949319,7.092969372,4.235392557,2.750609034,3.903262076,4.960782917,1.608149565,1.453110959,3.395806446,3.908293902,3.108219795,4.924567738,5.137713695,
Pre-demographic dividend,PRE,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1.945696316,3.048216981,-3.141147169,9.674722761,3.763486606,4.21499864,3.629967909,3.924392618,2.138122028,3.304658941,1.59048986,2.66074197,2.909015337,1.81067669,0.174159605,0.220276214,-1.237814609,-0.781948924,
Puerto Rico,PRI,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,6.086049154,0.78642427,-0.009183943,8.726426357,-1.845460369,-0.991029991,-0.582297438,-1.266583453,-1.416210879,0.092102072,0.80057306,1.24696939,0.842159018,0.436573539,0.708618282,0.669450912,-0.271578083,-1.041080619,
"Korea, Dem. People’s Rep.",PRK,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,
Portugal,PRT,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1.227263608,0.220542604,-1.301742034,1.545620165,0.595038057,1.441936648,2.305552455,0.174700135,-3.214389626,1.690928749,-1.551469281,-3.667531626,-0.37739792,1.337120779,2.214483117,2.341822937,3.759094562,2.625968365,
Paraguay,PRY,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-2.756616979,-1.892274849,2.449874221,2.285779018,0.493016048,3.227657269,3.923926917,4.909779406,-1.595789314,9.648636754,2.834385667,-1.894340158,6.939282909,3.442783303,1.705403129,2.941236699,3.594847098,2.349990344,
West Bank and Gaza,PSE,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-11.59863728,-14.69701374,11.13938499,7.559219016,8.003429177,-6.325078496,3.901438672,3.20045652,5.801803251,5.327861678,9.610522253,3.693569575,-0.207437731,-2.494494051,1.086642707,2.382789566,1.10936177,-1.618564497,
Pacific island small states,PSS,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,0.107757747,0.838374591,0.905250725,2.767773597,1.059449605,1.215215655,-0.014685414,0.472229273,-2.590900231,1.612058341,2.608390863,-0.092963303,1.72949514,2.515023451,2.724614871,1.88169019,2.555575146,1.180639279,
Post-demographic dividend,PST,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1.055240589,1.000955726,1.511907864,2.591376049,2.224270433,2.421382306,2.07732484,-0.38110913,-3.97603143,2.35115361,1.317210977,0.698066044,0.893842045,1.405576095,1.649867675,1.184348453,1.935652988,1.790101596,
French Polynesia,PYF,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,
Qatar,QAT,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,0.089674394,2.857857634,-2.505173967,7.896398995,-6.428873817,6.765009207,-0.966955089,-0.209667769,-2.810312752,6.618784875,3.376589721,-2.949647859,-1.867995867,-1.205859563,-0.645691868,-1.280179157,-1.042852988,-0.584669133,
Romania,ROU,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,6.696673666,7.655869434,3.081963843,11.05911322,5.316506112,8.670675853,8.829648237,11.1442089,-4.726982601,-3.328750364,2.510130947,2.532603026,3.899639726,3.798887022,4.36163304,5.40266296,7.739432495,4.559978445,
Russian Federation,RUS,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,5.546780908,5.18278578,7.787899658,7.632419622,6.806628492,8.554807566,8.685697584,5.246206669,-7.827754905,4.453103204,4.218741172,3.525674995,1.583474519,-1.080941759,-2.518180983,0.145592471,1.515174583,2.261780504,
Rwanda,RWA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,4.563935472,10.56068975,0.648512295,5.920687029,7.402096473,8.242643768,4.958963912,8.234427024,3.443601389,4.591582117,5.294432862,6.001672866,2.183424459,3.557879599,6.134661389,3.25889875,3.35217886,5.772764955,
South Asia,SAS,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2.423553283,1.866454164,5.405938452,5.730567949,5.938282781,6.01744941,5.662661555,1.680850256,5.569189028,6.179902169,3.698555278,4.110158251,4.717750969,5.638262746,6.142454135,6.38428943,5.634505867,5.396237159,
Saudi Arabia,SAU,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-3.721164612,-5.505128297,8.015580031,4.803447825,2.543984583,-0.073621497,-0.928231271,3.360699553,-4.787315002,2.008917159,6.703981812,2.20265505,-0.367217943,0.754234777,1.478372238,-0.60112929,-2.710455141,0.607923521,
Sudan,SDN,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,3.577953183,3.498053937,4.765095241,1.020711095,4.535015517,7.049702744,8.488101922,4.908136455,0.528232163,0.821545219,7.25566561,11.8286972,1.920140942,0.232297871,2.410886348,2.218332386,1.814938773,-4.629843228,
Senegal,SEN,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2.096989108,-1.768607044,4.074528425,3.240026145,2.955563927,-0.168340821,2.201573081,1.303246756,-0.641920073,0.760392106,-1.310164403,2.229589548,-0.016039671,3.662367461,3.421585662,3.412110213,4.125502424,3.837062008,
Singapore,SGP,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-3.701955961,2.970622872,6.088641979,8.453248075,4.864976351,5.646813836,4.573558962,-3.411008827,-2.853515056,12.51431494,4.0697386,1.917945558,3.131434733,2.560207197,1.679018806,1.635085531,3.607948953,2.656150008,
Solomon Islands,SLB,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-10.42787349,-5.364429507,3.739922189,2.262523112,2.868433479,4.465712159,4.909438053,4.717146744,-6.924156961,4.243334167,10.34024457,1.820908979,0.264323898,-0.49200242,-0.184714291,0.501603028,0.987148211,1.179036123,
Sierra Leone,SLE,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-9.684600839,21.02805995,4.367635787,2.028761747,0.587596576,0.941003399,5.164462977,2.924341082,0.899311289,3.000008945,3.924040207,12.6192137,18.05313719,2.274599807,-22.3122503,3.784629837,1.990240068,1.259327721,
El Salvador,SLV,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,0.212349623,0.982329174,1.021030289,0.393014603,2.226761785,3.874747652,1.419975891,2.136693683,-2.498308379,1.671866786,3.370851043,2.3646277,1.772919113,1.24121833,1.913360583,2.006773228,1.794409426,2.017978144,
San Marino,SMR,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,4.223237058,-0.951246357,2.472668942,3.221090139,1.040266059,2.540764644,5.836670511,0.411017641,-13.90531441,-5.916413819,-10.67575291,-8.827095134,-4.367140673,-2.088069079,-0.379634528,1.492311366,0.996584598,,
Somalia,SOM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,
Serbia,SRB,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,5.173400781,7.214537509,4.637781779,9.30124667,10.48574122,5.521890134,6.871971794,6.106318259,-2.34092987,1.136803125,2.8450087,-0.198375653,3.394520937,-1.126396136,2.281133161,3.882939173,2.593850056,4.971964525,
Sub-Saharan Africa (excluding high income),SSA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1.576252813,3.596528307,1.561708238,3.755253526,3.415619,3.329095023,3.774661121,2.542562442,0.276636356,2.741872448,1.636203104,1.248530582,2.184625586,1.859400043,0.089043931,-1.448981097,-0.167656651,-0.2865761,
South Sudan,SSD,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,0.384644273,1.431553891,-7.767019249,-47.59058016,10.49253387,1.416363347,-12.13179823,,,,
Sub-Saharan Africa,SSF,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1.570230794,3.591818362,1.55338922,3.748293655,3.417859489,3.331544962,3.777765205,2.536768952,0.273912781,2.742121986,1.639120935,1.246716654,2.185415008,1.859403678,0.090564602,-1.44651061,-0.166189438,-0.285488423,
Small states,SST,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2.258089153,2.836079275,3.116074608,6.521493065,3.676227839,7.828537131,6.165419286,3.958663471,-1.305680551,4.905569118,4.48551792,1.315592163,0.797368227,0.780918125,0.904703493,0.1157696,0.170644069,0.296178518,
Sao Tome and Principe,STP,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,0.507741075,4.470556988,1.588585941,4.553666604,6.275066907,0.385725172,5.138852111,-0.343507563,4.013627968,2.048557565,1.017865608,2.805117064,4.56838862,1.870057105,2.227094019,1.934093585,0.741508911,
Suriname,SUR,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2.969047783,1.594288311,5.056707677,7.239131366,3.289638175,4.572707934,3.901180271,2.946747081,1.834510987,3.972304211,4.653175527,1.539448592,1.79632115,-0.828461589,-4.425106353,-6.521650973,0.687495235,0.927865887,
Slovak Republic,SVK,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,3.442926965,4.547440287,5.568547823,5.300319122,6.613003283,8.488189504,10.79969361,5.484389109,-5.581435756,5.622368091,2.731898641,1.722548067,0.562723799,2.652766168,4.722349491,1.991888106,2.880954772,3.885130152,
Slovenia,SVN,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,3.05412421,3.377419401,2.89819724,4.292355477,3.618338776,5.409482666,6.383590592,3.346279253,-8.380320513,0.902771384,0.652024557,-2.843704993,-1.163521933,2.667133249,2.133258045,3.046245196,4.765096737,4.068661066,
Sweden,SWE,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1.195871483,1.864015009,1.864868454,3.916623478,2.485190718,4.015768097,2.666726403,-1.016419757,-5.048769542,5.287589763,2.277054677,-1.363357632,0.234883648,1.732849905,3.322414698,1.134315545,1.041163393,0.965620049,
Eswatini,SWZ,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,0.239833681,3.821866798,3.500058278,3.272135443,5.557225775,5.428187092,3.778305104,0.121348732,0.842593959,3.075372474,1.560992276,4.682768649,3.140670962,0.15917278,1.476298495,0.364686673,1.048120089,1.320645339,
Sint Maarten (Dutch part),SXM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,3.751509141,6.542775596,-2.13646282,-4.136775648,-1.325377725,-2.442133926,-2.442091232,-9.791348048,,
Seychelles,SYC,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-2.356613212,-1.834808541,-4.816177359,-2.490007934,8.501896906,7.15334449,9.859154622,-4.310878182,-1.492677418,3.037276524,10.76086835,0.272336547,4.078024634,2.891898203,2.623391524,3.114471399,3.0631085,2.6431477,
Syrian Arab Republic,SYR,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2.969039501,3.928419992,-1.309626216,4.42588351,3.115128083,1.154172947,1.345096533,,,,,,,,,,,,
Turks and Caicos Islands,TCA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,-4.501374097,-0.575537126,4.778921132,4.139318193,2.74913612,2.713370755,3.74471268,
Chad,TCD,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,7.509939669,4.387174814,10.3809171,28.67596183,13.12730466,-2.821410204,-0.173739977,-0.315847628,0.822919411,9.826047645,-3.227478715,5.273573994,2.216698377,3.433016822,-0.490774024,-9.156966402,-5.928776623,-0.415664166,
East Asia & Pacific (IDA & IBRD countries),TEA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,5.7184596,6.910947469,7.818403487,8.060776022,8.845283101,9.931357477,11.32803072,7.644474671,6.921773785,8.995841137,7.694628435,6.732697134,6.423265508,5.982384437,5.744832727,5.599498169,5.694156164,5.603539185,
Europe & Central Asia (IDA & IBRD countries),TEC,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2.533642991,5.071535953,6.165001198,7.789833017,6.617057421,7.721033048,7.398224234,4.096204414,-5.255823036,4.308691775,5.267764829,2.815859986,3.059125442,1.785688989,0.678375654,1.395972908,3.620285986,2.690445958,
Togo,TGO,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-4.31155737,-3.485615407,2.323803631,-0.441995467,-1.413706333,1.321679499,-0.43042814,1.272950921,2.711307907,3.276567178,3.587171765,3.745928899,3.352029841,3.200959831,3.069217637,2.933538177,1.801872363,2.375272507,
Thailand,THA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2.489311397,5.270962889,6.390964576,5.560854994,3.517486826,4.335761896,4.846390268,1.192174899,-1.189538348,6.988480708,0.357024259,6.740727971,2.222433012,0.550265985,2.719976106,2.97163312,3.665573947,3.80126981,
Tajikistan,TJK,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,7.808885532,8.969216162,8.983818465,8.368482736,4.650489995,4.987680214,5.622764225,5.706529111,1.708769846,4.219136546,5.02707203,5.065808826,4.935751742,4.209724631,3.485426878,4.28796556,4.991499098,4.699464341,
Turkmenistan,TKM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,3.247615124,-0.74151969,2.254316014,3.936473187,11.8157677,9.693729713,9.690322296,13.17494782,4.570624903,7.498659234,12.7742066,9.121441808,8.177788644,8.283140408,4.606273047,4.379132846,4.737284874,4.507616162,
Latin America & the Caribbean (IDA & IBRD countries),TLA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-0.712005768,-1.128626615,0.218785739,4.915944244,3.005952521,4.042353068,4.369177089,2.812556702,-3.060267435,4.834075669,3.320384482,1.688182576,1.690487324,-0.053068198,-1.463305122,-2.515176507,-0.275404706,-0.420040396,
Timor-Leste,TLS,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,7.16115617,-9.034833913,-3.729635568,59.89692937,32.70653772,38.70876981,3.238086899,7.940305009,-7.689938329,-2.911434387,9.492589806,3.183773589,-12.65133541,-27.23441026,18.41022155,-1.191807954,-10.90571281,0.810281645,
Middle East & North Africa (IDA & IBRD countries),TMN,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,0.531438209,1.651542135,0.958904119,6.146835798,2.707396245,3.743004842,4.273401324,1.721119324,0.726780374,3.399061048,-2.773718013,0.945068419,-0.152132268,0.309744226,-0.793783172,5.899235407,1.176672678,,
Tonga,TON,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,3.061094763,2.860121028,1.527236671,-0.976846143,0.890557954,-1.593389499,-4.983226773,2.303677223,1.787479552,3.490026967,3.205965319,1.700493367,-2.198151265,2.820258698,3.966029962,3.019654751,1.829046648,-0.865346735,
South Asia (IDA & IBRD),TSA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2.423553283,1.866454164,5.405938452,5.730567949,5.938282781,6.01744941,5.662661555,1.680850256,5.569189028,6.179902169,3.698555278,4.110158251,4.717750969,5.638262746,6.142454135,6.38428943,5.634505867,5.396237159,
Sub-Saharan Africa (IDA & IBRD countries),TSS,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1.570230794,3.591818362,1.55338922,3.748293655,3.417859489,3.331544962,3.777765205,2.536768952,0.273912781,2.742121986,1.639120935,1.246716654,2.185415008,1.859403678,0.090564602,-1.44651061,-0.166189438,-0.285488423,
Trinidad and Tobago,TTO,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,3.801616874,7.465061828,13.87518577,7.40081385,5.686372689,12.68145937,4.282658,2.920417068,-4.861255151,2.761778039,-0.893627889,0.619413976,1.55824606,-1.541105041,1.229779357,-6.788648342,-2.771450649,-0.66049439,
Tunisia,TUN,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2.88948964,0.528632063,3.923076987,5.419596499,2.621374098,4.269842767,5.637711617,3.139722455,1.954236484,2.444381369,-2.89085825,2.989797034,1.880398522,1.945239942,0.137805237,0.151743933,0.671392806,1.315252125,
Turkey,TUR,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-7.357004005,4.873126415,4.099724437,8.136504184,7.577002425,5.780364538,3.785102355,-0.353052183,-5.910728447,6.979031877,9.423771199,3.092660285,6.668729425,3.391928505,4.333082771,1.513283649,5.774472865,1.305564285,
Tuvalu,TUV,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,0.669633826,6.62697766,-4.625603184,-2.781569917,-5.040215499,0.927804672,5.299649402,7.009589849,-5.441330514,-3.708599863,6.474466076,-4.784944335,3.440223797,0.285761365,7.894029393,1.878164123,2.766521449,1.270855057,
Tanzania,TZA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,3.342612444,4.224187823,3.733822715,4.512537376,4.489379633,3.579046618,3.801081147,2.731038261,2.293184729,3.290252459,4.5498065,1.442555391,3.638008388,3.581372758,3.025983613,3.713713798,3.640010881,2.11505516,
Uganda,UGA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1.997414455,5.370163846,3.140220601,3.459235393,3.016798329,7.345864106,5.048748955,5.331585491,3.471575151,2.324401765,5.964687795,0.585699589,0.290029688,1.641212971,1.573939518,1.022778127,0.040409572,2.274615022,
Ukraine,UKR,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,10.30727115,6.300351349,10.40822244,12.96247767,3.754886288,8.168756108,8.237512663,2.859468827,-14.37928971,4.247726915,5.845341746,0.486676587,0.201173611,-1.144531809,-9.444243135,2.854863799,2.917123364,3.862732572,
Upper middle income,UMC,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2.23448643,3.38505476,4.363612502,7.144802063,6.324930839,7.412603147,8.106340216,5.109536046,0.780371017,6.739165361,5.451302335,4.301287203,4.147631611,3.232017862,2.410487536,2.679148603,3.527834512,3.26438879,
Uruguay,URY,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-4.010015008,-7.747736413,0.877225559,5.073457605,7.449553681,3.985945312,6.338516713,6.904307469,3.949250144,7.49536553,4.860624876,3.23053406,4.314466923,2.904977807,0.030240592,1.32976957,2.217768644,1.247312548,
United States,USA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,0.003648979,0.802103852,1.980925834,2.842680642,2.563502406,1.867955514,0.911865598,-1.076700087,-3.38743566,1.71674816,0.816231684,1.502170583,1.138497258,1.702634247,2.125122816,0.835127873,1.564444431,2.291729492,
Uzbekistan,UZB,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2.853468769,2.70878259,3.026728084,6.216411405,5.713013286,6.148245628,7.925723268,7.292860007,6.243041209,4.602330394,4.930346737,5.806544635,5.917268041,5.386563297,5.589759241,4.265324991,2.717643593,3.314122563,
St. Vincent and the Grenadines,VCT,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1.603685662,6.123948739,7.462136175,3.977750405,2.39175781,7.699268329,3.423506271,1.701620123,-2.003227969,-3.324957351,-0.47543202,1.271160135,1.657480039,0.99182752,1.063831871,1.607925197,0.661933524,1.8080933,
"Venezuela, RB",VEN,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1.489554925,-10.50397526,-9.384248743,16.26195718,8.498846743,8.16271041,7.167369512,3.798934326,-4.566942212,-2.90526003,2.559313287,3.920542223,-0.089837107,-4.731050162,-6.335765892,-16.38532797,-14.36368832,-18.1731061,
British Virgin Islands,VGB,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,
Virgin Islands (U.S.),VIR,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,-0.330430228,2.976672228,3.644686565,3.705181531,4.066184896,0.885831729,-6.646659877,0.947883005,-8.102479143,-14.93992302,-5.702693185,-0.719194741,0.356033326,1.092104406,-1.474767186,,
Vietnam,VNM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,5.098528794,5.2881734,5.902507608,6.550976322,6.559635355,5.985669404,6.123607298,4.65245944,4.370643753,5.364180765,5.159735794,4.156333781,4.317191047,4.872999042,5.571390342,5.12005124,5.730628273,6.018088398,
Vanuatu,VUT,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-5.654697769,-7.41150818,1.65200958,1.352113324,2.709049672,5.890775701,2.728576024,3.969977746,0.825647943,-0.9369117,-1.464068744,-1.037297408,-0.866210852,-0.481576351,-2.476385498,0.822602666,1.774550804,0.671832718,
World,WLD,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,0.643453172,0.888643018,1.674057625,3.109400486,2.634810706,3.096926537,3.045459634,0.603303586,-2.867653162,3.05817848,1.939325515,1.30736097,1.452335867,1.632856104,1.616978803,1.300825973,1.943506462,1.844426498,
Samoa,WSM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,6.367849777,3.743627381,3.881263264,3.977063921,3.497570897,1.321059417,5.639311776,0.338312642,-5.475185787,-0.273560947,3.328755457,-4.90992963,-1.269412662,-0.70479949,3.576010581,7.486489447,0.593095126,-2.556174478,
Kosovo,XKX,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,26.88778342,-0.768380016,5.908225728,2.542539707,5.961247148,3.667025005,6.427746788,1.821482029,2.768410407,2.482131366,3.484179851,2.000908265,2.369683692,1.350595116,5.250739703,3.245155854,3.400568043,2.991943369,
"Yemen, Rep.",YEM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,0.853193805,0.974921232,0.789304934,1.019024632,2.612579542,0.276736062,0.450008646,0.76129366,0.986330046,4.732881651,-15.10799389,-0.391762566,2.014296781,-2.802976199,-18.79909915,-15.75267541,-8.194889566,-4.968006747,
